politician_id	parliament_num	ed_id	pref_votes	date_member_from	date_member_to	elected_party_id	current_party_id	duration_days
Lakshman-Wasantha-Perera	14	MTL	65077	2010-04-22	2015-06-26	SLFP	SLFP	1891
Lakshman-Wasantha-Perera	15	MTL	79309	2015-09-01		SLFP	SLFP	
Lakshman-Yapa-Abeywardena	10	MTR	52294	1994-08-25	2000-08-18	UNP	UNP	2185
Lakshman-Yapa-Abeywardena	11	MTR	81053	2000-10-18	2001-10-10	UNP	UNP	357
Lakshman-Yapa-Abeywardena	12	MTR	81617	2001-12-19	2004-02-07	UNF	UNF	780
Lakshman-Yapa-Abeywardena	13	MTR	66498	2004-04-22	2010-02-09	UNF	UPFA	2119
Lakshman-Yapa-Abeywardena	14	MTR	67510	2010-04-22	2015-06-26	UNP (D)		1891
Lakshman-Yapa-Abeywardena	15	NAT		2015-09-01		SLFP	SLPP	
Lal-Chamika-Buddhadasa	14	BAD	42856	2010-04-22	2015-06-26	SLFP	SLFP	1891
Lal-Dharmapriya-Gamage	9	ANU	20189	1989-03-09	1994-06-24	UNP	UNP	1933
Lal-Gamage	12	ANU	36609	2001-12-19	2004-02-07	UNF	UNF	780
Lal-Premanath	17	"MTR
"	48797	2024-11-21		"NPP
"	NPP	
Lalith-Athulathmudali	9	COL	235447	1989-03-09	1993-04-23	UNP		1506
Lalith-Dissanayake	11	KEG	40624	2000-10-18	2001-10-10	PA	PA	357
Lalith-Dissanayake	13	KEG	33648	2008-09-05	2010-02-09	UPFA	UPFA	522
Lalith-Dissanayake	14	KEG	49224	2010-04-22	2015-06-26	SLFP	SLFP	1891
Lalith-Ellawala	16	KAL	76705	2020-08-20		SLPP	FPC	
Lalith-Varna-Kumara	16	KAL		2021-11-30		SLPP	SLPP	
Larine-Perera	12	PUT	46043	2001-12-19	2004-02-07	UNF	UNF	780
Larine-Perera	13	PUT	36846	2004-04-22	2010-02-09	UNF	UNF	2119
Lasantha-Alagiyawanna	13	GAM	86550	2004-04-22	2010-02-09	UPFA	UPFA	2119
Lasantha-Alagiyawanna	14	GAM	65939	2010-04-22	2015-06-26	SLFP	SLFP	1891
Lasantha-Alagiyawanna	15	GAM	57450	2015-09-01		SLFP	SLFP	
Lasantha-Alagiyawanna	16	GAM	73061	2020-08-20		SLFP	SLFP	
Lasith-Bashana	17	"GAM
"	74058	2024-11-21		"NPP
"	NPP	
Leslie-Gunawardana	11	NAT		2000-10-18	2001-10-10	PA	PA	357
Lilantha-Perera	11	COL	48848	2000-10-18	2001-10-10	UNP	UNP	357
Lilantha-Perera	12	COL	43887	2001-12-19	2004-02-07	UNF	UNF	780
Lionel-Premasiri	13	GAL	39519	2004-04-22	2010-02-09	UNF	UPFA	2119
Lionel-Rajapaksa	9	KUR	31419	1989-03-09	1994-06-24			1933
Lohan-Ratwatte	14	KAN	81812	2010-04-22	2015-06-26	SLFP	SLFP	1891
Lohan-Ratwatte	15	KAN	129750	2015-09-01		SLFP	SLPP	
Lohan-Ratwatte	16	KAN	140917	2020-08-20		SLPP	SLPP	
Lucky-Jayawardena	10	KAN	66340	1994-08-25	2000-08-18	UNP	UNP	2185
Lucky-Jayawardena	11	KAN	42085	2000-10-18	2001-10-10	UNP	UNP	357
Lucky-Jayawardena	12	KAN	45693	2001-12-19	2004-02-07	UNF	UNF	780
Lucky-Jayawardena	15	KAN	65461	2015-09-01		UNP	UNP	
M-A-Ghafoor-Zafarullah	10	JAF	351	1994-08-25	2000-08-18	IND	PA	2185
M-A-M-Maharoof	15	TRI	35456	2015-09-01		ACMC	ACMC	
M-A-Sumanthiran	14	NAT		2010-04-22	2015-06-26		ITAK	1891
M-A-Sumanthiran	15	JAF	58043	2015-09-01		ITAK	ITAK	
M-A-Sumanthiran	16	JAF	27734	2020-08-20		ITAK	ITAK	
M-D-Namal-Karunaratne	13	KUR	114516	2004-04-22	2010-02-09	UPFA		2119
M-D-Namal-Karunaratne	17	"KUR
"	356969	2024-11-21		"NPP
"	NPP	
M-G-Weerasena	16	ANU		2024-04-24		SLPP	SLPP	
M-H-A-Haleem	11	KAN	45177	2000-10-18	2001-10-10	UNP	UNP	357
M-H-A-Haleem	12	KAN	75630	2001-12-19	2004-02-07	UNF	UNF	780
M-H-A-Haleem	13	KAN	66669	2004-04-22	2010-02-09	UNF	UNF	2119
M-H-A-Haleem	14	KAN	46240	2010-04-22	2015-06-26	UNP	UNP	1891
M-H-A-Haleem	15	KAN	111011	2015-09-01		UNP	UNP	
M-H-A-Haleem	16	KAN	71063	2020-08-20		SJB	SJB	
M-H-Amit	9	NAT		1989-03-09	1994-06-24	UNP	UNP	1933
M-H-M-Ashraff	9	AMP	56464	1989-03-09	1994-06-24			1933
M-H-M-Ashraff	10	AMP	69076	1994-08-25	2000-08-18		PA	2185
M-H-M-Navavi	15	NAT		2015-09-01	2018-05-23	ACMC	ACMC	995
M-H-M-Salman	15	NAT		2015-09-01	2018-01-18	SLMC	SLMC	870
M-H-Mohamed	9	COL	47451	1989-03-09	1994-06-24	UNP	UNP	1933
M-H-Mohamed	10	COL	44527	1994-08-25	2000-08-18	UNP	UNP	2185
M-H-Mohamed	11	COL	49239	2000-10-18	2001-10-10	UNP	UNP	357
M-H-Mohamed	12	COL	64783	2001-12-19	2004-02-07	UNF	UNF	780
M-H-Mohamed	13	COL	62559	2004-04-22	2010-02-09	UNF	UPFA	2119
M-H-Segu-Isadean	12	NAT		2001-12-19	2004-02-07	PA	PA	780
M-H-Segu-Isadean	13	NAT		2004-04-22	2010-02-09	UPFA	UPFA	2119
M-I-M-Mansoor	15	AMP	58536	2015-09-01		SLMC	SLMC	
M-K-A-D-S-Gunawardana	9	TRI	11260	1989-03-09	1994-06-24			1933
M-K-A-D-S-Gunawardana	11	TRI	15392	2000-10-18	2001-10-10	PA	PA	357
M-K-A-D-S-Gunawardana	12	TRI	14938	2001-12-19	2004-02-07	PA	PA	780
M-K-A-D-S-Gunawardana	14	TRI	19734	2010-04-22	2015-06-26	SLFP	SLFP	1891
M-K-A-D-S-Gunawardana	15	NAT		2015-09-01	2016-01-19	DNM	DNM	140
M-K-Eelaventhan	13	NAT		2004-04-22	2007-12-14	TNA	TNA	1331
M-K-Shivajilingam	12	JAF	17859	2001-12-19	2004-02-07	TNA	TNA	780
M-K-Shivajilingam	13	JAF	42193	2004-04-22	2010-02-09	TNA	TNA	2119
M-L-A-M-Hisbullah	9	BAT	15832	1989-03-09	1994-06-24			1933
M-L-A-M-Hisbullah	10	BAT	12583	1994-08-25	2000-08-18		PA	2185
M-L-A-M-Hisbullah	12	BAT	19785	2001-12-19	2004-02-07	PA	PA	780
M-L-A-M-Hisbullah	14	BAT	22256	2010-04-22	2015-06-26	ACMC		1891
M-L-A-M-Hisbullah	15	NAT		2015-09-01				
M-L-A-M-Hisbullah	17	"BAT
"	32410	2024-11-21		"SLMC
"	SLMC	
M-L-M-Aboosally	9	RAT	32133	1989-03-09	1994-06-24	UNP	UNP	1933
M-M-M-J-Cooray	9	KAL	27991	1989-03-09	1994-06-24	UNP	UNP	1933
M-M-M-Musthaffa	12	NAT		2001-12-19	2004-02-07	UNF	UNF	780
M-M-S-Karunaratne	9	KEG	50779	1989-03-09	1994-06-24	UNP	UNP	1933
M-M-Thahir	17	"AMP
"	14511	2024-11-21		"ACMC
"	ACMC	
M-Mohamed-Musthaffa	13	NAT		2004-06-29	2010-02-09	UNF	UPFA	2051
M-N-Abdul-Majeed	11	TRI	18173	2000-10-18	2001-10-10	PA	PA	357
M-N-Abdul-Majeed	13	TRI	26948	2004-04-22	2010-02-09		UPFA	2119
M-Rameshwaran	16	NUW	57167	2020-08-20		CWC	CWC	
M-S-M-Aslam	14	NAT		2010-04-22	2015-06-26	SLMC	SLMC	1891
M-S-Sellasamy	9	COL	36480	1989-03-09	1994-06-24	UNP	UNP	1933
M-S-Sellasamy	11	NAT		2000-10-18	2001-10-10	UNP	UNP	357
M-S-Sellasamy	13	NAT		2004-04-22	2010-02-09	UNF	UNF	2119
M-S-Thowfeek	11	TRI	15588	2000-10-18	2001-10-10	PA		357
M-S-Thowfeek	12	NAT		2001-12-19	2004-02-07	UNF	UNF	780
M-S-Thowfeek	14	TRI	23588	2010-04-22	2015-06-26	SLMC	SLMC	1891
M-S-Thowfeek	15	NAT		2016-01-26		SLMC	SLMC	
M-S-Thowfeek	16	TRI	43759	2020-08-20		SLMC	SLMC	
M-S-Wijeyeratne	9	GAM	52738	1989-03-09	1994-06-24	UNP	UNP	1933
M-Thilakarajah	15	NUW	67761	2015-09-01		NUW	NUW	
M-Udayakumar	16	NUW	68119	2020-08-20		NUW	NUW	
M-Velu-Kumar	15	KAN	62556	2015-09-01		DPF	DPF	
M-Velu-Kumar	16	KAN	57445	2020-08-20		DPF	DPF	
Madduma-Bandara-Sethapenage-Appuhamy-Ralalage	9	BAD	23066	1989-03-09	1994-06-24			1933
Maddumage-Samson-Silva	11	COL	38894	2000-10-18	2001-10-10	UNP	UNP	357
Madhura-Senevirathna	17	"NUW
"	52546	2024-11-21		"NPP
"	NPP	
Madhura-Withanage	16	COL	70205	2020-08-20		SLPP	SLPP	
Madurapala-Ediriweera	9	MTR	8562	1989-03-09	1994-06-24	UNP	UNP	1933
Mahammadu-Aslam	17	"KUR
"	67436	2024-11-21		"NPP
"	NPP	
Maheepala-Herath	10	KEG	52221	1994-08-25	2000-08-18	PA	PA	2185
Maheepala-Herath	11	KEG	61625	2000-10-18	2001-10-10	PA	PA	357
Maheepala-Herath	12	KEG	70934	2001-12-19	2004-02-07	PA	PA	780
Maheepala-Herath	13	KEG	71682	2004-04-22	2004-05-27	UPFA	UPFA	35
Mahen-Gunasekera	9	GAM	44630	1989-03-09	1994-06-24	UNP	UNP	1933
Mahinda-Amaraweera	10	HAM	39376	1994-08-25	2000-08-18	PA	PA	2185
Mahinda-Amaraweera	12	NAT		2001-12-19	2004-02-07	PA	PA	780
Mahinda-Amaraweera	13	HAM	63118	2004-04-22	2010-02-09	UPFA	UPFA	2119
Mahinda-Amaraweera	14	HAM	105414	2010-04-22	2015-06-26	SLFP	SLFP	1891
Mahinda-Amaraweera	15	HAM	84516	2015-09-01		SLFP	SLFP	
Mahinda-Amaraweera	16	HAM	123730	2020-08-20		SLFP	SLFP	
Mahinda-Jayasinghe	17	"GAM
"	137315	2024-11-21		"NPP
"	NPP	
Mahinda-Rajapaksa	9	HAM	13073	1989-03-09	1994-06-24			1933
Mahinda-Rajapaksa	10	HAM	78977	1994-08-25	2000-08-18	PA	PA	2185
Mahinda-Rajapaksa	11	HAM	88726	2000-10-18	2001-10-10	PA	PA	357
Mahinda-Rajapaksa	12	HAM	81855	2001-12-19	2004-02-07	PA	PA	780
Mahinda-Rajapaksa	13	HAM	107603	2004-04-22	2005-11-19	UPFA	UPFA	576
Mahinda-Rajapaksa	15	KUR	423529	2015-09-01		SLFP	SLPP	
Mahinda-Rajapaksa	16	KUR	527364	2020-08-20		SLPP	SLPP	
Mahinda-Ratnatilaka	11	RAT	49808	2000-10-18	2001-10-10	UNP	UNP	357
Mahinda-Ratnatilaka	12	RAT	58265	2001-12-19	2004-02-07	UNF	UNF	780
Mahinda-Ratnatilaka	13	RAT	36289	2004-04-22	2010-02-09	UNF	UPFA	2119
Mahinda-Samarasinghe	10	KAL	59150	1994-08-25	2000-08-18	UNP	UNP	2185
Mahinda-Samarasinghe	11	KAL	82511	2000-10-18	2001-10-10	UNP	UNP	357
Mahinda-Samarasinghe	12	KAL	108503	2001-12-19	2004-02-07	UNF	UNF	780
Mahinda-Samarasinghe	13	KAL	93758	2004-04-22	2010-02-09	UNF	UPFA	2119
Mahinda-Samarasinghe	14	KAL	97778	2010-04-22	2015-06-26	SLFP	SLFP	1891
Mahinda-Samarasinghe	15	NAT		2015-09-01		SLFP	SLFP	
Mahinda-Samarasinghe	16	KAL	58514	2020-08-20	2021-11-25	SLFP	SLFP	462
Mahinda-Wijesekara	9	MTR	18517	1989-03-09	1994-06-24			1933
Mahinda-Wijesekara	10	MTR	65769	1994-08-25	2000-08-18	PA	PA	2185
Mahinda-Wijesekara	11	MTR	83625	2000-10-18	2001-10-10	PA	UNP	357
Mahinda-Wijesekara	12	MTR	95378	2001-12-19	2004-02-07	UNF	UNF	780
Mahinda-Wijesekara	13	MTR	72563	2004-04-22	2010-02-09	UNF	UPFA	2119
Mahinda-Yapa-Abeywardena	11	MTR	70091	2000-10-18	2000-11-14	PA	PA	27
Mahinda-Yapa-Abeywardena	12	MTR	64756	2001-12-19	2004-02-07	PA	PA	780
Mahinda-Yapa-Abeywardena	13	MTR	60453	2004-04-22	2010-02-09	UPFA	UPFA	2119
Mahinda-Yapa-Abeywardena	14	MTR	70439	2010-04-22	2015-06-26	SLFP	SLFP	1891
Mahinda-Yapa-Abeywardena	15	MTR	97918	2015-09-01		SLFP	SLPP	
Mahinda-Yapa-Abeywardena	16	MTR	80595	2020-08-20		SLPP	SLPP	
Mahindananda-Aluthgamage	11	KAN	71653	2000-10-18	2001-10-10	PA	PA	357
Mahindananda-Aluthgamage	12	KAN	50618	2001-12-19	2004-02-07	PA	PA	780
Mahindananda-Aluthgamage	13	KAN	82036	2004-04-22	2010-02-09	UPFA	UPFA	2119
Mahindananda-Aluthgamage	14	KAN	146765	2010-04-22	2015-06-26	SLFP	SLFP	1891
Mahindananda-Aluthgamage	15	KAN	123393	2015-09-01		SLFP	SLPP	
Mahindananda-Aluthgamage	16	KAN	161471	2020-08-20		SLPP	SLPP	
Maithripala-Senanayake	9	NAT		1989-03-09	1994-06-24			1933
Maithripala-Sirisena	9	POL	13652	1989-03-09	1994-06-24			1933
Maithripala-Sirisena	10	POL	62925	1994-08-25	2000-08-18	PA	PA	2185
Maithripala-Sirisena	11	POL	57072	2000-10-18	2001-10-10	PA	PA	357
Maithripala-Sirisena	12	POL	52421	2001-12-19	2004-02-07	PA	PA	780
Maithripala-Sirisena	13	POL	72451	2004-04-22	2010-02-09	UPFA	UPFA	2119
Maithripala-Sirisena	14	POL	90118	2010-04-22	2015-01-09	SLFP	SLFP	1723
Maithripala-Sirisena	16	POL	111137	2020-08-20		SLFP	SLFP	
Malik-Samarawickrama	15	NAT		2015-09-01		UNP	UNP	
Malini-Fonseka	14	NAT		2010-04-22	2012-09-24	SLFP	SLFP	886
Malith-Jayathilake	15	NAT		2015-09-01		SLFP	SLFP	
Mallika-de-Mel	12	MTR	60531	2001-12-19	2004-02-07	PA	PA	780
Malwattage-Nimal-Ransiri-Peiris	9	COL	27130	1989-03-09	1994-06-24	UNP	UNP	1933
Mangala-Moonesinghe	9	KAL	28522	1989-03-09	1994-06-24			1933
Mangala-Samaraweera	9	MTR	11971	1989-03-09	1994-06-24			1933
Mangala-Samaraweera	10	MTR	61574	1994-08-25	2000-08-18	PA	PA	2185
Mangala-Samaraweera	11	MTR	93110	2000-10-18	2001-10-10	PA	PA	357
Mangala-Samaraweera	12	MTR	105992	2001-12-19	2004-02-07	PA	PA	780
Mangala-Samaraweera	13	MTR	118848	2004-04-22	2010-02-09	UPFA	UNF	2119
Mangala-Samaraweera	14	MTR	59836	2010-04-22	2015-06-26	SLFP (P)	UNP	1891
Mangala-Samaraweera	15	MTR	96092	2015-09-01		UNP	UNP	
Manjula-Dissanayake	16	NAT		2020-08-20		SLPP	SLPP	
Manjula-Ratnayake	17	"AMP
"	50838	2024-11-21		"NPP
"	NPP	
Manjula-Suraweera-Arachchi	17	"NUW
"	78832	2024-11-21		"NPP
"	NPP	
Mano-Ganesan	12	COL	54942	2001-12-19	2004-02-07	UNF	UNF	780
Mano-Ganesan	13	COL	51508	2004-04-22	2010-02-09	UNF	UNF	2119
Mano-Ganesan	15	COL	69064	2015-09-01		DPF	DPF	
Mano-Ganesan	16	COL	62091	2020-08-20		DPF	DPF	
Mano-Wijeyeratne	9	KEG	28065	1989-03-09	1994-06-24	UNP	UNP	1933
Mano-Wijeyeratne	10	KEG	51531	1994-08-25	2000-08-18	UNP	UNP	2185
Mano-Wijeyeratne	11	KEG	41069	2000-10-18	2001-10-10	UNP	UNP	357
Mano-Wijeyeratne	13	KEG	44272	2004-04-22	2010-02-09	UNF	UPFA	2119
Manoj-Rajapaksha	17	"KEG
"	54173	2024-11-21		"NPP
"	NPP	
Manusha-Nanayakkara	14	GAL	49690	2010-04-22	2015-06-26	UNP		1891
Manusha-Nanayakkara	15	GAL	73387	2015-09-01		SLFP	SLFP	
Manusha-Nanayakkara	16	GAL	47399	2020-08-20	2024-08-09	SJB	UNP	1450
Marjan-Faleel	16	NAT		2020-08-20		SLPP	SLPP	
Markandu-Gunasegaram	11	AMP	12799	2000-10-18	2001-10-10	IND	PA	357
MASalman-Javid	15	COL	82738	2015-09-01		UNP	UNP	
Matthew-Vincent-Perera	9	COL	42776	1989-03-09	1994-06-24	UNP	UNP	1933
Mavai-Senathirajah	9	NAT			1994-06-24	TULF	TULF	
Mavai-Senathirajah	10	NAT			2000-08-18			
Mavai-Senathirajah	11	JAF	10965	2000-10-18	2001-10-10			357
Mavai-Senathirajah	12	JAF	33831	2001-12-19	2004-02-07	TNA	TNA	780
Mavai-Senathirajah	13	JAF	38783	2004-04-22	2010-02-09	TNA	TNA	2119
Mavai-Senathirajah	14	JAF	20501	2010-04-22	2015-06-26	ITAK	ITAK	1891
Mavai-Senathirajah	15	JAF	58882	2015-09-01		ITAK	ITAK	
Mayantha-Dissanayake	15	KAN	111190	2015-09-01		UNP	UNP	
Mayantha-Dissanayake	16	NAT		2020-08-20		SJB	SJB	
Meerasahibu-Abdul-Majeed	11	NAT		2000-10-18	2001-10-10	UNP	UNP	357
Meerasahibu-Uthumalebbe	17	"AMP
"	13016	2024-11-21		"SLMC
"	SLMC	
Mervin-(Not-to-be-confused-with-Silva-Silva	9	NAT		1989-03-09	1994-06-24			1933
Mervyn-Silva	10	HAM	36338	1994-08-25	2000-08-18	UNP	UNP	2185
Mervyn-Silva	13	NAT		2004-04-30	2010-02-09	UPFA	UPFA	2111
Mervyn-Silva	14	GAM	151085	2010-04-22	2015-06-26	SLFP	SLFP	1891
Milan-Jayathilaka	16	GAM	68449	2020-08-20		SLPP	SLPP	
Milinda-Moragoda	11	NAT		2000-10-18	2001-10-10	UNP	UNP	357
Milinda-Moragoda	12	COL	134132	2001-12-19	2004-02-07	UNF	UNF	780
Milinda-Moragoda	13	COL	99146	2004-04-22	2010-02-09	UNF	UPFA	2119
Milroy-Fernando	9	PUT	18375	1989-03-09	1994-06-24			1933
Milroy-Fernando	10	PUT	43366	1994-08-25	2000-08-18	PA	PA	2185
Milroy-Fernando	11	PUT	39943	2000-10-18	2001-10-10	PA	PA	357
Milroy-Fernando	12	PUT	35121	2001-12-19	2004-02-07	PA	PA	780
Milroy-Fernando	13	PUT	36545	2004-04-22	2010-02-09	UPFA	UPFA	2119
Milroy-Fernando	14	PUT	31509	2010-04-22	2015-06-26	SLFP	SLFP	1891
Mohamed-Faisal	17	"PUT
"	42939	2024-11-21		"NPP
"	NPP	
Mohamed-Haneefa	11	NAT		2000-10-18	2001-10-10	PA		357
Mohamed-Ismail-Anwar-Ismail	13	NAT		2004-04-22	2007-09-13	UPFA	UPFA	1239
Mohamed-Ismail	12	AMP	23718	2001-12-19	2004-02-07		UNF	780
Mohamed-Ismail	15	NAT		2018-06-08		ACMC	ACMC	
Mohamed-Jabir-Abdul-Cader	9	COL	30252	1989-03-09	1994-06-24	UNP	UNP	1933
Mohamed-Maharoof	9	TRI	10000	1989-03-09	1994-06-24	UNP	UNP	1933
Mohamed-Maharoof	10	TRI	17043	1994-08-25	1997-07-20	UNP	UNP	1060
Mohamed-Maharoof	11	TRI	21348	2000-10-18	2001-10-10	UNP	UNP	357
Mohamed-Maharoof	12	TRI	25264	2001-12-19	2004-02-07	UNF	UNF	780
Mohamed-Maharoof	13	COL	55919	2004-04-22	2010-02-09	UNF	UNF	2119
Mohamed-Mussammil	13	NAT		2004-06-01	2010-02-09	UPFA	UPFA	2079
Mohamed-Mussammil	16	NAT		2020-08-20		NFF	NFF	
Mohamed-Rajabdeen	13	COL	42319	2008-01-08	2010-02-09	UNF	UNF	763
Mohan-Lal-Grero	14	COL	68008	2010-04-22	2015-06-26	UNP		1891
Mohan-Lal-Grero	15	COL	65703	2015-09-01		SLFP	SLFP	
Mohan-Silva	14	GAL	49456	2010-04-22	2015-06-26	SLFP	SLFP	1891
Mohan-Silva	15	GAL	53076	2015-09-01		SLFP	SLFP	
Mohan-Silva	16	GAL	111626	2020-08-20		SLPP	SLPP	
Mohideen-Abdul-Cader	11	BAT	22975	2000-10-18	2001-10-10	NUA		357
Mohideen-Abdul-Cader	12	BAT	17497	2001-12-19	2004-02-07		UNF	780
Mohomed-Pasmin	17	"KAN
"	57716	2024-11-21		"NPP
"	NPP	
Monty-Gopallawa	11	NAT		2000-10-18	2001-10-10	PA	PA	357
Muditha-Prishanthi	16	RAT	65923	2020-08-20		SLPP	SLPP	
Mujibur-Rahman	15	COL	83884	2015-09-01		UNP	UNP	
Mujibur-Rahman	16	COL	87589	2020-08-20	2023-01-19	SJB	SJB	882
Mujibur-Rahman	17	"COL
"	43737	2024-11-21		"SJB
"	SJB	
Muneer-Mulafar	17	"GAM
"	109815	2024-11-21		"NPP
"	NPP	
Murugan-Satchithanandan	13	BAD	44934	2004-04-22	2010-02-09	UNF	UNF	2119
Murugesu-Chandrakumar	10	JAF	798	1994-08-25	2000-08-18	IND	PA	2185
Murugesu-Chandrakumar	14	JAF	8105	2010-04-22	2015-06-26	EPDP	EPDP	1891
Murugesu-Sivasithamparam	12	NAT		2001-12-19	2002-06-05	TNA	TNA	168
Muszhaaraff-Muthunabeen	16	AMP	18389	2020-08-20		ACMC	ACMC	
Muthali-Bawa-Farook	14	VAN	2456	2011-01-05	2015-06-26	SLMC	SLMC	1633
Muthu-Sivalingam	10	NUW	85490	1994-08-25	2000-08-18	UNP	PA	2185
Muthu-Sivalingam	11	NUW	55673	2000-10-18	2001-10-10	PA		357
Muthu-Sivalingam	12	NUW	107338	2001-12-19	2004-02-07	UNF	UNF	780
Muthu-Sivalingam	13	NUW	85708	2004-04-22	2010-02-09	UNF	UPFA	2119
Muthu-Sivalingam	14	NAT		2010-04-22	2015-06-26	CWC	CWC	1891
Muthu-Sivalingam	15	NUW	45352	2015-09-01		CWC	CWC	
Muthumenike-Rathwatte	17	"AMP
"	32145	2024-11-21		"NPP
"	NPP	
N-D-N-P-Jayasinghe	13	NUW	44229	2004-04-22	2010-02-09	UPFA	UPFA	2119
Nadarajah-Atputharajah	10	JAF	968	1994-08-25	1999-11-02	IND	PA	1895
Nadarajah-Raviraj	12	JAF	19263	2001-12-19	2004-02-07	TNA	TNA	780
Nadarajah-Raviraj	13	JAF	42965	2004-04-22	2006-11-10	TNA	TNA	932
Nadarasa-Matanarasa	11	JAF	4673	2000-10-18	2001-10-10		PA	357
Nadarasa-Matanarasa	12	JAF	7350	2001-12-19	2004-02-07			780
Nalaka-Godahewa	16	GAM	325479	2020-08-20		SLPP	FPC	
Nalaka-Kolonne	15	POL	70107	2015-09-01		UNP	UNP	
Nalaka-Kottegoda	16	MTL	71404	2020-08-20		SLPP	SLPP	
Nalin-Bandara-Jayamaha	15	KUR	80063	2015-09-01		UNP	UNP	
Nalin-Bandara	16	KUR	75631	2020-08-20		SJB	SJB	
Nalin-Bandara	17	"KUR
"	58971	2024-11-21		"SJB
"	SJB	
Nalin-Fernando	16	GAM	69800	2020-08-20		SLPP	SLPP	
Nalin-Hewage	17	"GAL
"	274707	2024-11-21		"NPP
"	NPP	
Nalinda-Jayatissa	15	KAL	24853	2015-09-01		JVP	JVP	
Nalinda-Jayatissa	17	"KAL
"	371640	2024-11-21		"NPP
"	NPP	
Nallathamby-Srikantha	13	JAF	33205	2006-11-30	2010-02-09	TNA	TNA	1167
Namal-Rajapaksa	14	HAM	147566	2010-04-22	2015-06-26	SLFP	SLFP	1891
Namal-Rajapaksa	15	HAM	127201	2015-09-01		SLFP	SLPP	
Namal-Rajapaksa	16	HAM	166660	2020-08-20		SLPP	SLPP	
Namal-Rajapaksa	17	"NAT
"		2024-11-21		"SLPP
"	SLPP	
Namal-Sudarshana	17	"KUR
"	83418	2024-11-21		"NPP
"	NPP	
Nanda-Bandara	17	"KEG
"	45115	2024-11-21		"NPP
"	NPP	
Nanda-Matthew	10	RAT	47176	1994-08-25	2000-08-18	UNP	PA	2185
Nandana-Gunathilake	11	KAL	5628	2000-10-18	2001-10-10			357
Nandana-Gunathilake	12	KAL	8312	2001-12-19	2004-02-07			780
Nandana-Gunathilake	13	KAL	135743	2004-04-22	2010-02-09	UPFA	UPFA	2119
Nandana-Millagala	17	"KEG
"	49635	2024-11-21		"NPP
"	NPP	
Nandana-Padmakumara	17	"KAL
"	50452	2024-11-21		"NPP
"	NPP	
Nandimithra-Ekanayake	9	MTL	17941	1989-03-09	1994-06-24			1933
Nandimithra-Ekanayake	10	MTL	51919	1994-08-25	2000-08-18	PA	PA	2185
Nandimithra-Ekanayake	11	MTL	39585	2000-10-18	2001-10-10	PA	UNP	357
Nandimithra-Ekanayake	13	MTL	33017	2009-06-09	2010-02-09	UNF	UPFA	245
Nandimithra-Ekanayake	14	MTL	35754	2010-04-22	2015-06-26	UNP (D)		1891
Navin-Dissanayake	11	NUW	55587	2000-10-18	2001-10-10	UNP	UNP	357
Navin-Dissanayake	12	NUW	74894	2001-12-19	2004-02-07	UNF	UNF	780
Navin-Dissanayake	13	NAT		2004-04-22	2010-02-09	UNF	UPFA	2119
Navin-Dissanayake	14	NUW	43514	2010-04-22	2015-06-26	UNP (D)	UNP	1891
Navin-Dissanayake	15	NUW	66716	2015-09-01		UNP	UNP	
Nawalaage-Benet-Cooray	10	COL	66976	1994-08-25	2000-08-18	PA	PA	2185
Nayana-Wasalathilake	16	BAD		2024-01-12		SJB	SJB	
Nayana-Wasalathilake	17	"BAD
"	35518	2024-11-21		"SJB
"	SJB	
Nayanathara-Premathilake	17	"GAL
"	82058	2024-11-21		"NPP
"	NPP	
Neelan-Tiruchelvam	10	NAT		1994-08-25	1999-07-29			1799
Neil-Rupasinghe	10	GAM	57090	1994-08-25	2000-08-18	PA	PA	2185
Neil-Rupasinghe	11	GAM	51500	2000-10-18	2001-10-10	PA	PA	357
Neil-Rupasinghe	12	GAM	48167	2001-12-19	2004-02-07	PA	PA	780
Neil-Rupasinghe	13	GAM	35110	2008-06-06	2010-02-09	UPFA	UPFA	613
Neomal-Perera	11	PUT	49207	2000-10-18	2001-10-10	UNP	UNP	357
Neomal-Perera	12	PUT	59895	2001-12-19	2004-02-07	UNF	UNF	780
Neomal-Perera	13	PUT	45150	2004-04-22	2010-02-09	UNF	UPFA	2119
Neomal-Perera	14	PUT	32781	2010-04-22	2015-06-26	UNP (D)		1891
Neranjan-Wickremasinghe	14	KUR	54572	2010-04-22	2015-05-12	SLFP	SLFP	1846
Neville-Fernando	9	KAL	40977	1989-03-09	1994-06-24			1933
Nihal-Abeysinghe	17	"KAL
"	96721	2024-11-21		"NPP
"	NPP	
Nihal-Bakmeewewa	11	NAT		2000-10-18	2001-10-10	UNP	UNP	357
Nihal-Galappaththi	10	HAM			2000-08-18	SLPF	SLPF	
Nihal-Galappaththi	11	HAM	4654	2000-10-18	2001-10-10			357
Nihal-Galappaththi	12	HAM	4514	2001-12-19	2004-02-07			780
Nihal-Galappaththi	13	HAM	96039	2004-04-22	2010-02-09	UPFA		2119
Nihal-Galappaththi	15	HAM	12162	2015-09-01		JVP	JVP	
Nihal-Galappaththi	17	"HAM
"	125983	2024-11-21		"NPP
"	NPP	
Nihal-Yasendra-Bakmeewewa	9	AMP	24752	1989-03-09	1994-06-24	UNP	UNP	1933
Nihal-Yasendra-Bakmeewewa	10	AMP	29061	1994-08-25	2000-08-18	UNP	UNP	2185
